Temp UID,SF 1.0 Object,SF 1.0 Field,SF 2.0 Object,SF 2.0 Field,Ignore,temp,Filter Logic (SOQL),Transformation Logic (JSON)
dfsle__GenTemplate__c-dfsle__IsAutomateInvoice__c,dfsle__GenTemplate__c,dfsle__IsAutomateInvoice__c,dfsle__GenTemplate__c,dfsle__IsAutomateInvoice__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__IsSample__c,dfsle__GenTemplate__c,dfsle__IsSample__c,dfsle__GenTemplate__c,dfsle__IsSample__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__ObjectMappings2__c,dfsle__GenTemplate__c,dfsle__ObjectMappings2__c,dfsle__GenTemplate__c,dfsle__ObjectMappings2__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__ObjectMappings3__c,dfsle__GenTemplate__c,dfsle__ObjectMappings3__c,dfsle__GenTemplate__c,dfsle__ObjectMappings3__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__ObjectMappings4__c,dfsle__GenTemplate__c,dfsle__ObjectMappings4__c,dfsle__GenTemplate__c,dfsle__ObjectMappings4__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__ObjectMappings__c,dfsle__GenTemplate__c,dfsle__ObjectMappings__c,dfsle__GenTemplate__c,dfsle__ObjectMappings__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__SignerMappings__c,dfsle__GenTemplate__c,dfsle__SignerMappings__c,dfsle__GenTemplate__c,dfsle__SignerMappings__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__SourceObject__c,dfsle__GenTemplate__c,dfsle__SourceObject__c,dfsle__GenTemplate__c,dfsle__SourceObject__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__StepsCompleted__c,dfsle__GenTemplate__c,dfsle__StepsCompleted__c,dfsle__GenTemplate__c,dfsle__StepsCompleted__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__TemplateId__c,dfsle__GenTemplate__c,dfsle__TemplateId__c,dfsle__GenTemplate__c,dfsle__TemplateId__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__TemplateType__c,dfsle__GenTemplate__c,dfsle__TemplateType__c,dfsle__GenTemplate__c,dfsle__TemplateType__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__UseAllTemplates__c,dfsle__GenTemplate__c,dfsle__UseAllTemplates__c,dfsle__GenTemplate__c,dfsle__UseAllTemplates__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__UseCurrentRecord__c,dfsle__GenTemplate__c,dfsle__UseCurrentRecord__c,dfsle__GenTemplate__c,dfsle__UseCurrentRecord__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__CurrencyLocaleEdit__c,dfsle__GenTemplate__c,dfsle__CurrencyLocaleEdit__c,dfsle__GenTemplate__c,dfsle__CurrencyLocaleEdit__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__HasEnabledSendForSignature__c,dfsle__GenTemplate__c,dfsle__HasEnabledSendForSignature__c,dfsle__GenTemplate__c,dfsle__HasEnabledSendForSignature__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__HasLaunchAutomatically__c,dfsle__GenTemplate__c,dfsle__HasLaunchAutomatically__c,dfsle__GenTemplate__c,dfsle__HasLaunchAutomatically__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__TemplateCurrencyFormat__c,dfsle__GenTemplate__c,dfsle__TemplateCurrencyFormat__c,dfsle__GenTemplate__c,dfsle__TemplateCurrencyFormat__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__templateCurrencyCode__c,dfsle__GenTemplate__c,dfsle__templateCurrencyCode__c,dfsle__GenTemplate__c,dfsle__templateCurrencyCode__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__templateCurrencySymbol__c,dfsle__GenTemplate__c,dfsle__templateCurrencySymbol__c,dfsle__GenTemplate__c,dfsle__templateCurrencySymbol__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__templateISO__c,dfsle__GenTemplate__c,dfsle__templateISO__c,dfsle__GenTemplate__c,dfsle__templateISO__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__templateLocaleCode__c,dfsle__GenTemplate__c,dfsle__templateLocaleCode__c,dfsle__GenTemplate__c,dfsle__templateLocaleCode__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__templateLocale__c,dfsle__GenTemplate__c,dfsle__templateLocale__c,dfsle__GenTemplate__c,dfsle__templateLocale__c,TRUE,,,
dfsle__Jobs__c-Id,dfsle__Jobs__c,Id,dfsle__Jobs__c,Id,TRUE,,,
dfsle__Jobs__c-OwnerId,dfsle__Jobs__c,OwnerId,dfsle__Jobs__c,OwnerId,TRUE,,,
dfsle__Jobs__c-IsDeleted,dfsle__Jobs__c,IsDeleted,dfsle__Jobs__c,IsDeleted,TRUE,,,
dfsle__Jobs__c-Name,dfsle__Jobs__c,Name,dfsle__Jobs__c,Name,TRUE,,,
dfsle__Jobs__c-CreatedDate,dfsle__Jobs__c,CreatedDate,dfsle__Jobs__c,CreatedDate,TRUE,,,
dfsle__Jobs__c-CreatedById,dfsle__Jobs__c,CreatedById,dfsle__Jobs__c,CreatedById,TRUE,,,
dfsle__Jobs__c-LastModifiedDate,dfsle__Jobs__c,LastModifiedDate,dfsle__Jobs__c,LastModifiedDate,TRUE,,,
dfsle__Jobs__c-LastModifiedById,dfsle__Jobs__c,LastModifiedById,dfsle__Jobs__c,LastModifiedById,TRUE,,,
dfsle__Jobs__c-SystemModstamp,dfsle__Jobs__c,SystemModstamp,dfsle__Jobs__c,SystemModstamp,TRUE,,,
dfsle__Jobs__c-LastViewedDate,dfsle__Jobs__c,LastViewedDate,dfsle__Jobs__c,LastViewedDate,TRUE,,,
dfsle__Jobs__c-LastReferencedDate,dfsle__Jobs__c,LastReferencedDate,dfsle__Jobs__c,LastReferencedDate,TRUE,,,
dfsle__Jobs__c-dfsle__Job_Status__c,dfsle__Jobs__c,dfsle__Job_Status__c,dfsle__Jobs__c,dfsle__Job_Status__c,TRUE,,,
dfsle__Jobs__c-dfsle__ContentVersion_Ids__c,dfsle__Jobs__c,dfsle__ContentVersion_Ids__c,dfsle__Jobs__c,dfsle__ContentVersion_Ids__c,TRUE,,,
dfsle__Jobs__c-dfsle__Gen_Template_Id__c,dfsle__Jobs__c,dfsle__Gen_Template_Id__c,dfsle__Jobs__c,dfsle__Gen_Template_Id__c,TRUE,,,
dfsle__Jobs__c-dfsle__JobEnvelopeStatus__c,dfsle__Jobs__c,dfsle__JobEnvelopeStatus__c,dfsle__Jobs__c,dfsle__JobEnvelopeStatus__c,TRUE,,,
dfsle__Jobs__c-dfsle__JobId__c,dfsle__Jobs__c,dfsle__JobId__c,dfsle__Jobs__c,dfsle__JobId__c,TRUE,,,
dfsle__Jobs__c-dfsle__Source_Id__c,dfsle__Jobs__c,dfsle__Source_Id__c,dfsle__Jobs__c,dfsle__Source_Id__c,TRUE,,,
dfsle__Jobs__c-dfsle__TaskId__c,dfsle__Jobs__c,dfsle__TaskId__c,dfsle__Jobs__c,dfsle__TaskId__c,TRUE,,,
dfsle__Log__c-Id,dfsle__Log__c,Id,dfsle__Log__c,Id,TRUE,,,
dfsle__Log__c-OwnerId,dfsle__Log__c,OwnerId,dfsle__Log__c,OwnerId,TRUE,,,
dfsle__Log__c-IsDeleted,dfsle__Log__c,IsDeleted,dfsle__Log__c,IsDeleted,TRUE,,,
dfsle__Log__c-Name,dfsle__Log__c,Name,dfsle__Log__c,Name,TRUE,,,
dfsle__Log__c-CreatedDate,dfsle__Log__c,CreatedDate,dfsle__Log__c,CreatedDate,TRUE,,,
dfsle__Log__c-CreatedById,dfsle__Log__c,CreatedById,dfsle__Log__c,CreatedById,TRUE,,,
dfsle__Log__c-LastModifiedDate,dfsle__Log__c,LastModifiedDate,dfsle__Log__c,LastModifiedDate,TRUE,,,
dfsle__Log__c-LastModifiedById,dfsle__Log__c,LastModifiedById,dfsle__Log__c,LastModifiedById,TRUE,,,
dfsle__Log__c-SystemModstamp,dfsle__Log__c,SystemModstamp,dfsle__Log__c,SystemModstamp,TRUE,,,
dfsle__Log__c-LastActivityDate,dfsle__Log__c,LastActivityDate,dfsle__Log__c,LastActivityDate,TRUE,,,
dfsle__Log__c-LastViewedDate,dfsle__Log__c,LastViewedDate,dfsle__Log__c,LastViewedDate,TRUE,,,
dfsle__Log__c-LastReferencedDate,dfsle__Log__c,LastReferencedDate,dfsle__Log__c,LastReferencedDate,TRUE,,,
dfsle__Log__c-dfsle__Class__c,dfsle__Log__c,dfsle__Class__c,dfsle__Log__c,dfsle__Class__c,TRUE,,,
dfsle__Log__c-dfsle__EntityId__c,dfsle__Log__c,dfsle__EntityId__c,dfsle__Log__c,dfsle__EntityId__c,TRUE,,,
dfsle__Log__c-dfsle__Message__c,dfsle__Log__c,dfsle__Message__c,dfsle__Log__c,dfsle__Message__c,TRUE,,,
dfsle__Log__c-dfsle__Method__c,dfsle__Log__c,dfsle__Method__c,dfsle__Log__c,dfsle__Method__c,TRUE,,,
dfsle__Log__c-dfsle__Severity__c,dfsle__Log__c,dfsle__Severity__c,dfsle__Log__c,dfsle__Severity__c,TRUE,,,
dfsle__Log__c-dfsle__SourceId__c,dfsle__Log__c,dfsle__SourceId__c,dfsle__Log__c,dfsle__SourceId__c,TRUE,,,
dfsle__Log__c-dfsle__TransactionId__c,dfsle__Log__c,dfsle__TransactionId__c,dfsle__Log__c,dfsle__TransactionId__c,TRUE,,,
dfsle__Log__c-dfsle__Version__c,dfsle__Log__c,dfsle__Version__c,dfsle__Log__c,dfsle__Version__c,TRUE,,,
dfsle__Recipient__c-Id,dfsle__Recipient__c,Id,dfsle__Recipient__c,Id,TRUE,,,
dfsle__Recipient__c-IsDeleted,dfsle__Recipient__c,IsDeleted,dfsle__Recipient__c,IsDeleted,TRUE,,,
dfsle__Recipient__c-Name,dfsle__Recipient__c,Name,dfsle__Recipient__c,Name,TRUE,,,
dfsle__Recipient__c-CreatedDate,dfsle__Recipient__c,CreatedDate,dfsle__Recipient__c,CreatedDate,TRUE,,,
dfsle__Recipient__c-CreatedById,dfsle__Recipient__c,CreatedById,dfsle__Recipient__c,CreatedById,TRUE,,,
dfsle__Recipient__c-LastModifiedDate,dfsle__Recipient__c,LastModifiedDate,dfsle__Recipient__c,LastModifiedDate,TRUE,,,
dfsle__Recipient__c-LastModifiedById,dfsle__Recipient__c,LastModifiedById,dfsle__Recipient__c,LastModifiedById,TRUE,,,
dfsle__Recipient__c-SystemModstamp,dfsle__Recipient__c,SystemModstamp,dfsle__Recipient__c,SystemModstamp,TRUE,,,
dfsle__Recipient__c-dfsle__Envelope__c,dfsle__Recipient__c,dfsle__Envelope__c,dfsle__Recipient__c,dfsle__Envelope__c,TRUE,,,
dfsle__Recipient__c-dfsle__AccessCode__c,dfsle__Recipient__c,dfsle__AccessCode__c,dfsle__Recipient__c,dfsle__AccessCode__c,TRUE,,,
dfsle__Recipient__c-dfsle__DeliverBySms__c,dfsle__Recipient__c,dfsle__DeliverBySms__c,dfsle__Recipient__c,dfsle__DeliverBySms__c,TRUE,,,
dfsle__Recipient__c-dfsle__EmailMessage__c,dfsle__Recipient__c,dfsle__EmailMessage__c,dfsle__Recipient__c,dfsle__EmailMessage__c,TRUE,,,
dfsle__Recipient__c-dfsle__EmailSubject__c,dfsle__Recipient__c,dfsle__EmailSubject__c,dfsle__Recipient__c,dfsle__EmailSubject__c,TRUE,,,
dfsle__Recipient__c-dfsle__Email__c,dfsle__Recipient__c,dfsle__Email__c,dfsle__Recipient__c,dfsle__Email__c,TRUE,,,
dfsle__Recipient__c-dfsle__EnvelopeRecipientId__c,dfsle__Recipient__c,dfsle__EnvelopeRecipientId__c,dfsle__Recipient__c,dfsle__EnvelopeRecipientId__c,TRUE,,,
dfsle__Recipient__c-dfsle__HostEmail__c,dfsle__Recipient__c,dfsle__HostEmail__c,dfsle__Recipient__c,dfsle__HostEmail__c,TRUE,,,
dfsle__Recipient__c-dfsle__HostName__c,dfsle__Recipient__c,dfsle__HostName__c,dfsle__Recipient__c,dfsle__HostName__c,TRUE,,,
dfsle__Recipient__c-dfsle__IdCheckRequired__c,dfsle__Recipient__c,dfsle__IdCheckRequired__c,dfsle__Recipient__c,dfsle__IdCheckRequired__c,TRUE,,,
dfsle__Recipient__c-dfsle__Language__c,dfsle__Recipient__c,dfsle__Language__c,dfsle__Recipient__c,dfsle__Language__c,TRUE,,,
dfsle__Recipient__c-dfsle__Note__c,dfsle__Recipient__c,dfsle__Note__c,dfsle__Recipient__c,dfsle__Note__c,TRUE,,,
dfsle__Recipient__c-dfsle__Options__c,dfsle__Recipient__c,dfsle__Options__c,dfsle__Recipient__c,dfsle__Options__c,TRUE,,,
dfsle__Recipient__c-dfsle__ReadOnly__c,dfsle__Recipient__c,dfsle__ReadOnly__c,dfsle__Recipient__c,dfsle__ReadOnly__c,TRUE,,,
dfsle__Recipient__c-dfsle__Required__c,dfsle__Recipient__c,dfsle__Required__c,dfsle__Recipient__c,dfsle__Required__c,TRUE,,,
dfsle__Recipient__c-dfsle__RoleValue__c,dfsle__Recipient__c,dfsle__RoleValue__c,dfsle__Recipient__c,dfsle__RoleValue__c,TRUE,,,
dfsle__Recipient__c-dfsle__Role__c,dfsle__Recipient__c,dfsle__Role__c,dfsle__Recipient__c,dfsle__Role__c,TRUE,,,
dfsle__Recipient__c-dfsle__RoutingOrder__c,dfsle__Recipient__c,dfsle__RoutingOrder__c,dfsle__Recipient__c,dfsle__RoutingOrder__c,TRUE,,,
dfsle__Recipient__c-dfsle__Sequence__c,dfsle__Recipient__c,dfsle__Sequence__c,dfsle__Recipient__c,dfsle__Sequence__c,TRUE,,,
dfsle__Recipient__c-dfsle__SignNow__c,dfsle__Recipient__c,dfsle__SignNow__c,dfsle__Recipient__c,dfsle__SignNow__c,TRUE,,,
dfsle__Recipient__c-dfsle__SigningGroupId__c,dfsle__Recipient__c,dfsle__SigningGroupId__c,dfsle__Recipient__c,dfsle__SigningGroupId__c,TRUE,,,
dfsle__Recipient__c-dfsle__SigningGroupName__c,dfsle__Recipient__c,dfsle__SigningGroupName__c,dfsle__Recipient__c,dfsle__SigningGroupName__c,TRUE,,,
dfsle__Recipient__c-dfsle__SmsPhoneNumber__c,dfsle__Recipient__c,dfsle__SmsPhoneNumber__c,dfsle__Recipient__c,dfsle__SmsPhoneNumber__c,TRUE,,,
dfsle__Recipient__c-dfsle__SourceId__c,dfsle__Recipient__c,dfsle__SourceId__c,dfsle__Recipient__c,dfsle__SourceId__c,TRUE,,,
dfsle__Recipient__c-dfsle__Type__c,dfsle__Recipient__c,dfsle__Type__c,dfsle__Recipient__c,dfsle__Type__c,TRUE,,,
dfsle__RecipientStatus__c-Id,dfsle__RecipientStatus__c,Id,dfsle__RecipientStatus__c,Id,TRUE,,,
dfsle__RecipientStatus__c-IsDeleted,dfsle__RecipientStatus__c,IsDeleted,dfsle__RecipientStatus__c,IsDeleted,TRUE,,,
dfsle__RecipientStatus__c-Name,dfsle__RecipientStatus__c,Name,dfsle__RecipientStatus__c,Name,TRUE,,,
dfsle__RecipientStatus__c-CreatedDate,dfsle__RecipientStatus__c,CreatedDate,dfsle__RecipientStatus__c,CreatedDate,TRUE,,,
dfsle__RecipientStatus__c-CreatedById,dfsle__RecipientStatus__c,CreatedById,dfsle__RecipientStatus__c,CreatedById,TRUE,,,
dfsle__RecipientStatus__c-LastModifiedDate,dfsle__RecipientStatus__c,LastModifiedDate,dfsle__RecipientStatus__c,LastModifiedDate,TRUE,,,
dfsle__RecipientStatus__c-LastModifiedById,dfsle__RecipientStatus__c,LastModifiedById,dfsle__RecipientStatus__c,LastModifiedById,TRUE,,,
dfsle__RecipientStatus__c-SystemModstamp,dfsle__RecipientStatus__c,SystemModstamp,dfsle__RecipientStatus__c,SystemModstamp,TRUE,,,
dfsle__RecipientStatus__c-LastActivityDate,dfsle__RecipientStatus__c,LastActivityDate,dfsle__RecipientStatus__c,LastActivityDate,TRUE,,,
dfsle__RecipientStatus__c-dfsle__EnvelopeStatus__c,dfsle__RecipientStatus__c,dfsle__EnvelopeStatus__c,dfsle__RecipientStatus__c,dfsle__EnvelopeStatus__c,TRUE,,,
dfsle__RecipientStatus__c-dfsle__Account__c,dfsle__RecipientStatus__c,dfsle__Account__c,dfsle__RecipientStatus__c,dfsle__Account__c,TRUE,,,
dfsle__RecipientStatus__c-dfsle__Completed__c,dfsle__RecipientStatus__c,dfsle__Completed__c,dfsle__RecipientStatus__c,dfsle__Completed__c,TRUE,,,
dfsle__RecipientStatus__c-dfsle__Contact__c,dfsle__RecipientStatus__c,dfsle__Contact__c,dfsle__RecipientStatus__c,dfsle__Contact__c,TRUE,,,
dfsle__RecipientStatus__c-dfsle__Email__c,dfsle__RecipientStatus__c,dfsle__Email__c,dfsle__RecipientStatus__c,dfsle__Email__c,TRUE,,,
dfsle__RecipientStatus__c-dfsle__LastStatusUpdate__c,dfsle__RecipientStatus__c,dfsle__LastStatusUpdate__c,dfsle__RecipientStatus__c,dfsle__LastStatusUpdate__c,TRUE,,,
dfsle__RecipientStatus__c-dfsle__Lead__c,dfsle__RecipientStatus__c,dfsle__Lead__c,dfsle__RecipientStatus__c,dfsle__Lead__c,TRUE,,,
dfsle__RecipientStatus__c-dfsle__Reason__c,dfsle__RecipientStatus__c,dfsle__Reason__c,dfsle__RecipientStatus__c,dfsle__Reason__c,TRUE,,,
dfsle__RecipientStatus__c-dfsle__RoutingOrder__c,dfsle__RecipientStatus__c,dfsle__RoutingOrder__c,dfsle__RecipientStatus__c,dfsle__RoutingOrder__c,TRUE,,,
dfsle__RecipientStatus__c-dfsle__Sent__c,dfsle__RecipientStatus__c,dfsle__Sent__c,dfsle__RecipientStatus__c,dfsle__Sent__c,TRUE,,,
dfsle__RecipientStatus__c-dfsle__Sequence__c,dfsle__RecipientStatus__c,dfsle__Sequence__c,dfsle__RecipientStatus__c,dfsle__Sequence__c,TRUE,,,
dfsle__RecipientStatus__c-dfsle__SourceId__c,dfsle__RecipientStatus__c,dfsle__SourceId__c,dfsle__RecipientStatus__c,dfsle__SourceId__c,TRUE,,,
dfsle__RecipientStatus__c-dfsle__Status__c,dfsle__RecipientStatus__c,dfsle__Status__c,dfsle__RecipientStatus__c,dfsle__Status__c,TRUE,,,
dfsle__RecipientStatus__c-dfsle__Type__c,dfsle__RecipientStatus__c,dfsle__Type__c,dfsle__RecipientStatus__c,dfsle__Type__c,TRUE,,,
dlrs__DeclarativeLookupRollupSummaries__c-Id,dlrs__DeclarativeLookupRollupSummaries__c,Id,dlrs__DeclarativeLookupRollupSummaries__c,Id,TRUE,,,
dlrs__DeclarativeLookupRollupSummaries__c-IsDeleted,dlrs__DeclarativeLookupRollupSummaries__c,IsDeleted,dlrs__DeclarativeLookupRollupSummaries__c,IsDeleted,TRUE,,,
dlrs__DeclarativeLookupRollupSummaries__c-Name,dlrs__DeclarativeLookupRollupSummaries__c,Name,dlrs__DeclarativeLookupRollupSummaries__c,Name,TRUE,,,
dlrs__DeclarativeLookupRollupSummaries__c-SetupOwnerId,dlrs__DeclarativeLookupRollupSummaries__c,SetupOwnerId,dlrs__DeclarativeLookupRollupSummaries__c,SetupOwnerId,TRUE,,,
dlrs__DeclarativeLookupRollupSummaries__c-CreatedDate,dlrs__DeclarativeLookupRollupSummaries__c,CreatedDate,dlrs__DeclarativeLookupRollupSummaries__c,CreatedDate,TRUE,,,
dlrs__DeclarativeLookupRollupSummaries__c-CreatedById,dlrs__DeclarativeLookupRollupSummaries__c,CreatedById,dlrs__DeclarativeLookupRollupSummaries__c,CreatedById,TRUE,,,
dlrs__DeclarativeLookupRollupSummaries__c-LastModifiedDate,dlrs__DeclarativeLookupRollupSummaries__c,LastModifiedDate,dlrs__DeclarativeLookupRollupSummaries__c,LastModifiedDate,TRUE,,,
dlrs__DeclarativeLookupRollupSummaries__c-LastModifiedById,dlrs__DeclarativeLookupRollupSummaries__c,LastModifiedById,dlrs__DeclarativeLookupRollupSummaries__c,LastModifiedById,TRUE,,,
dlrs__DeclarativeLookupRollupSummaries__c-SystemModstamp,dlrs__DeclarativeLookupRollupSummaries__c,SystemModstamp,dlrs__DeclarativeLookupRollupSummaries__c,SystemModstamp,TRUE,,,
dlrs__DeclarativeLookupRollupSummaries__c-dlrs__CalculateJobScopeSize__c,dlrs__DeclarativeLookupRollupSummaries__c,dlrs__CalculateJobScopeSize__c,dlrs__DeclarativeLookupRollupSummaries__c,dlrs__CalculateJobScopeSize__c,TRUE,,,
dlrs__DeclarativeLookupRollupSummaries__c-dlrs__HideManageLookupRollupSummariesInfo__c,dlrs__DeclarativeLookupRollupSummaries__c,dlrs__HideManageLookupRollupSummariesInfo__c,dlrs__DeclarativeLookupRollupSummaries__c,dlrs__HideManageLookupRollupSummariesInfo__c,TRUE,,,
dlrs__DeclarativeLookupRollupSummaries__c-dlrs__ScheduledJobScopeSize__c,dlrs__DeclarativeLookupRollupSummaries__c,dlrs__ScheduledJobScopeSize__c,dlrs__DeclarativeLookupRollupSummaries__c,dlrs__ScheduledJobScopeSize__c,TRUE,,,
dlrs__LookupChild__c-Id,dlrs__LookupChild__c,Id,dlrs__LookupChild__c,Id,TRUE,,,
dlrs__LookupChild__c-OwnerId,dlrs__LookupChild__c,OwnerId,dlrs__LookupChild__c,OwnerId,TRUE,,,
dlrs__LookupChild__c-IsDeleted,dlrs__LookupChild__c,IsDeleted,dlrs__LookupChild__c,IsDeleted,TRUE,,,
dlrs__LookupChild__c-Name,dlrs__LookupChild__c,Name,dlrs__LookupChild__c,Name,TRUE,,,
dlrs__LookupChild__c-CreatedDate,dlrs__LookupChild__c,CreatedDate,dlrs__LookupChild__c,CreatedDate,TRUE,,,
dlrs__LookupChild__c-CreatedById,dlrs__LookupChild__c,CreatedById,dlrs__LookupChild__c,CreatedById,TRUE,,,
dlrs__LookupChild__c-LastModifiedDate,dlrs__LookupChild__c,LastModifiedDate,dlrs__LookupChild__c,LastModifiedDate,TRUE,,,
dlrs__LookupChild__c-LastModifiedById,dlrs__LookupChild__c,LastModifiedById,dlrs__LookupChild__c,LastModifiedById,TRUE,,,
dlrs__LookupChild__c-SystemModstamp,dlrs__LookupChild__c,SystemModstamp,dlrs__LookupChild__c,SystemModstamp,TRUE,,,
dlrs__LookupChild__c-dlrs__Amount__c,dlrs__LookupChild__c,dlrs__Amount__c,dlrs__LookupChild__c,dlrs__Amount__c,TRUE,,,
dlrs__LookupChild__c-dlrs__Color__c,dlrs__LookupChild__c,dlrs__Color__c,dlrs__LookupChild__c,dlrs__Color__c,TRUE,,,
dlrs__LookupChild__c-dlrs__Description2__c,dlrs__LookupChild__c,dlrs__Description2__c,dlrs__LookupChild__c,dlrs__Description2__c,TRUE,,,
dlrs__LookupChild__c-dlrs__Description__c,dlrs__LookupChild__c,dlrs__Description__c,dlrs__LookupChild__c,dlrs__Description__c,TRUE,,,
dlrs__LookupChild__c-dlrs__LookupParent2__c,dlrs__LookupChild__c,dlrs__LookupParent2__c,dlrs__LookupChild__c,dlrs__LookupParent2__c,TRUE,,,
dlrs__LookupChild__c-dlrs__LookupParent__c,dlrs__LookupChild__c,dlrs__LookupParent__c,dlrs__LookupChild__c,dlrs__LookupParent__c,TRUE,,,
dlrs__LookupParent__c-Id,dlrs__LookupParent__c,Id,dlrs__LookupParent__c,Id,TRUE,,,
dlrs__LookupParent__c-OwnerId,dlrs__LookupParent__c,OwnerId,dlrs__LookupParent__c,OwnerId,TRUE,,,
dlrs__LookupParent__c-IsDeleted,dlrs__LookupParent__c,IsDeleted,dlrs__LookupParent__c,IsDeleted,TRUE,,,
dlrs__LookupParent__c-Name,dlrs__LookupParent__c,Name,dlrs__LookupParent__c,Name,TRUE,,,
dlrs__LookupParent__c-CreatedDate,dlrs__LookupParent__c,CreatedDate,dlrs__LookupParent__c,CreatedDate,TRUE,,,
dlrs__LookupParent__c-CreatedById,dlrs__LookupParent__c,CreatedById,dlrs__LookupParent__c,CreatedById,TRUE,,,
dlrs__LookupParent__c-LastModifiedDate,dlrs__LookupParent__c,LastModifiedDate,dlrs__LookupParent__c,LastModifiedDate,TRUE,,,
dlrs__LookupParent__c-LastModifiedById,dlrs__LookupParent__c,LastModifiedById,dlrs__LookupParent__c,LastModifiedById,TRUE,,,
dlrs__LookupParent__c-SystemModstamp,dlrs__LookupParent__c,SystemModstamp,dlrs__LookupParent__c,SystemModstamp,TRUE,,,
dlrs__LookupParent__c-dlrs__Colours__c,dlrs__LookupParent__c,dlrs__Colours__c,dlrs__LookupParent__c,dlrs__Colours__c,TRUE,,,
dlrs__LookupParent__c-dlrs__Descriptions2__c,dlrs__LookupParent__c,dlrs__Descriptions2__c,dlrs__LookupParent__c,dlrs__Descriptions2__c,TRUE,,,
dlrs__LookupParent__c-dlrs__Descriptions__c,dlrs__LookupParent__c,dlrs__Descriptions__c,dlrs__LookupParent__c,dlrs__Descriptions__c,TRUE,,,
dlrs__LookupParent__c-dlrs__Total2__c,dlrs__LookupParent__c,dlrs__Total2__c,dlrs__LookupParent__c,dlrs__Total2__c,TRUE,,,
dlrs__LookupParent__c-dlrs__Total__c,dlrs__LookupParent__c,dlrs__Total__c,dlrs__LookupParent__c,dlrs__Total__c,TRUE,,,
dlrs__LookupRollupCalculateJob__c-Id,dlrs__LookupRollupCalculateJob__c,Id,dlrs__LookupRollupCalculateJob__c,Id,TRUE,,,
dlrs__LookupRollupCalculateJob__c-OwnerId,dlrs__LookupRollupCalculateJob__c,OwnerId,dlrs__LookupRollupCalculateJob__c,OwnerId,TRUE,,,
dlrs__LookupRollupCalculateJob__c-IsDeleted,dlrs__LookupRollupCalculateJob__c,IsDeleted,dlrs__LookupRollupCalculateJob__c,IsDeleted,TRUE,,,
dlrs__LookupRollupCalculateJob__c-Name,dlrs__LookupRollupCalculateJob__c,Name,dlrs__LookupRollupCalculateJob__c,Name,TRUE,,,
dlrs__LookupRollupCalculateJob__c-CreatedDate,dlrs__LookupRollupCalculateJob__c,CreatedDate,dlrs__LookupRollupCalculateJob__c,CreatedDate,TRUE,,,
dlrs__LookupRollupCalculateJob__c-CreatedById,dlrs__LookupRollupCalculateJob__c,CreatedById,dlrs__LookupRollupCalculateJob__c,CreatedById,TRUE,,,
dlrs__LookupRollupCalculateJob__c-LastModifiedDate,dlrs__LookupRollupCalculateJob__c,LastModifiedDate,dlrs__LookupRollupCalculateJob__c,LastModifiedDate,TRUE,,,
dlrs__LookupRollupCalculateJob__c-LastModifiedById,dlrs__LookupRollupCalculateJob__c,LastModifiedById,dlrs__LookupRollupCalculateJob__c,LastModifiedById,TRUE,,,
dlrs__LookupRollupCalculateJob__c-SystemModstamp,dlrs__LookupRollupCalculateJob__c,SystemModstamp,dlrs__LookupRollupCalculateJob__c,SystemModstamp,TRUE,,,
dlrs__LookupRollupCalculateJob__c-LastViewedDate,dlrs__LookupRollupCalculateJob__c,LastViewedDate,dlrs__LookupRollupCalculateJob__c,LastViewedDate,TRUE,,,
dlrs__LookupRollupCalculateJob__c-LastReferencedDate,dlrs__LookupRollupCalculateJob__c,LastReferencedDate,dlrs__LookupRollupCalculateJob__c,LastReferencedDate,TRUE,,,
dlrs__LookupRollupCalculateJob__c-dlrs__LookupRollupSummaryId__c,dlrs__LookupRollupCalculateJob__c,dlrs__LookupRollupSummaryId__c,dlrs__LookupRollupCalculateJob__c,dlrs__LookupRollupSummaryId__c,TRUE,,,
dlrs__LookupRollupSummary__c-Id,dlrs__LookupRollupSummary__c,Id,dlrs__LookupRollupSummary__c,Id,TRUE,,,
dlrs__LookupRollupSummary__c-OwnerId,dlrs__LookupRollupSummary__c,OwnerId,dlrs__LookupRollupSummary__c,OwnerId,TRUE,,,
